,Years,Data,size,articles
1613,2019-08,1970,2,"Scientists extract hydrogen gas from oil and bitumen, giving potential pollution-free energy<br>Draft UN report warns of rising seas, storm surges, melting permafrost"
1614,2019-08,1986,1,First report of superconductivity in a nickel oxide material
1615,2019-08,1997,1,"Global appetite for beef, soy fuels Amazon fires"
1616,2019-08,2001,1,1.3 billion tons of food being wasted each year. Can we stop it?
1617,2019-08,2004,1,Researchers build a heat shield just 10 atoms thick to protect electronic devices
1618,2019-08,2005,1,Amazon deforestation is close to tipping point
1619,2019-08,2006,1,"Global appetite for beef, soy fuels Amazon fires"
1620,2019-08,2007,3,Researchers produce first-ever videos of chemical synthesis at atomic resolution<br>1.3 billion tons of food being wasted each year. Can we stop it?<br>Rethinking our resilience to wildfire
1621,2019-08,2008,1,"Global appetite for beef, soy fuels Amazon fires"
1622,2019-08,2009,2,A heavyweight candidate for dark matter<br>Amazon deforestation is close to tipping point
1623,2019-08,2010,2,Amazon deforestation is close to tipping point<br>1.3 billion tons of food being wasted each year. Can we stop it?
1624,2019-08,2011,1,1.3 billion tons of food being wasted each year. Can we stop it?
1625,2019-08,2012,1,Amazon deforestation is close to tipping point
1626,2019-08,2013,4,Artificial intelligence helps banana growers protect the world's favorite fruit<br>Researchers produce first-ever videos of chemical synthesis at atomic resolution<br>Engineers build advanced microprocessor out of carbon nanotubes<br>1.3 billion tons of food being wasted each year. Can we stop it?
1627,2019-08,2014,2,Amazon deforestation is close to tipping point<br>1.3 billion tons of food being wasted each year. Can we stop it?
1628,2019-08,2015,3,Artificial intelligence helps banana growers protect the world's favorite fruit<br>Amazon deforestation is close to tipping point<br>1.3 billion tons of food being wasted each year. Can we stop it?
1629,2019-08,2016,3,"Amazon deforestation is close to tipping point<br>Global appetite for beef, soy fuels Amazon fires<br>The positives of climate change? Research shows agricultural, economic possibilities"
1630,2019-08,2017,3,"Controlling the shape-shifting skeletons of cells<br>Global appetite for beef, soy fuels Amazon fires<br>Sex robots increase the potential for gender-based violence"
1631,2019-08,2018,7,"Scientists develop novel nano-vaccine for melanoma<br>Tiny lensless endoscope captures 3-D images of objects smaller than a cell<br>Global appetite for beef, soy fuels Amazon fires<br>Climate change is altering winter precipitation across the Northern Hemisphere<br>Researchers create breathalyzer that can detect marijuana<br>Switzerland aims to go climate neutral by 2050<br>1.3 billion tons of food being wasted each year. Can we stop it?"
1632,2019-08,2019,23,"Scientists develop novel nano-vaccine for melanoma<br>Scientists can now control thermal profiles at the nanoscale<br>Controlling the shape-shifting skeletons of cells<br>Newfound superconductor material could be the 'silicon of quantum computers'<br>Researchers build a heat shield just 10 atoms thick to protect electronic devices<br>Scientists unveil first quantum simulation of 3-D topological matter with ultracold atoms<br>Researchers discover compound that speeds sexual development and decline<br>Researchers develop materials that can revolutionize how light is harnessed for solar energy<br>Physicists create world's smallest engine<br>Complex quantum teleportation achieved for the first time<br>Global appetite for beef, soy fuels Amazon fires<br>Disappearing act: Device vanishes on command after military missions<br>Climate change is altering winter precipitation across the Northern Hemisphere<br>Acid oceans are shrinking plankton, fueling faster climate change<br>A novel technology for genome-editing a broad range of mutations in live organisms<br>The positives of climate change? Research shows agricultural, economic possibilities<br>Microplastics are found in Lake Tahoe's waters for first time ever<br>Switzerland aims to go climate neutral by 2050<br>Climate change, human activity lead to nearshore coral growth decline<br>First report of superconductivity in a nickel oxide material<br>Engineers build advanced microprocessor out of carbon nanotubes<br>1.3 billion tons of food being wasted each year. Can we stop it?<br>Draft UN report warns of rising seas, storm surges, melting permafrost"
1633,2019-08,2020,1,Entanglement sent over 50 km of optical fiber
1634,2019-08,2030,3,Amazon deforestation is close to tipping point<br>Deep transformations needed to achieve sustainable development goals<br>1.3 billion tons of food being wasted each year. Can we stop it?
1635,2019-08,2050,3,"Artificial intelligence helps banana growers protect the world's favorite fruit<br>Deep transformations needed to achieve sustainable development goals<br>Draft UN report warns of rising seas, storm surges, melting permafrost"
1636,2019-08,2100,2,"Would a carbon tax help to innovate more-efficient energy use?<br>Draft UN report warns of rising seas, storm surges, melting permafrost"
1637,2019-09,1850,1,Five-year period ending 2019 set to be hottest on record
1638,2019-09,1900,1,Refugees from rising seas: no place to call home
1639,2019-09,1974,1,Hunger for concrete eats away at mountains
1640,2019-09,1979,1,Five-year period ending 2019 set to be hottest on record
1641,2019-09,1980,1,Actions to save coral reefs could benefit all ecosystems
1642,2019-09,1981,1,Giant mass of warm water off the Pacific Coast could rival 'the blob'
1643,2019-09,1989,1,Melting snowcaps spell water trouble for world's highest capital
1644,2019-09,1999,1,Shifting the focus of climate-change strategies may benefit younger generations
1645,2019-09,2000,2,Greenland's growing 'ice slabs' intensify meltwater runoff into ocean<br>Melting snowcaps spell water trouble for world's highest capital
1646,2019-09,2001,1,Greenland's growing 'ice slabs' intensify meltwater runoff into ocean
1647,2019-09,2003,1,'Climigration': When communities must move because of climate change
1648,2019-09,2009,2,Greenland's growing 'ice slabs' intensify meltwater runoff into ocean<br>Melting snowcaps spell water trouble for world's highest capital
1649,2019-09,2011,1,'Climigration': When communities must move because of climate change
1650,2019-09,2012,3,"Greenland's growing 'ice slabs' intensify meltwater runoff into ocean<br>Either stars are strange, or there are 234 aliens trying to contact us<br>Refugees from rising seas: no place to call home"
1651,2019-09,2013,1,Greenland's growing 'ice slabs' intensify meltwater runoff into ocean
1652,2019-09,2014,2,Giant mass of warm water off the Pacific Coast could rival 'the blob'<br>Study of ancient climate suggests future warming could accelerate
1653,2019-09,2015,4,Giant mass of warm water off the Pacific Coast could rival 'the blob'<br>New structure for human flu virus protein<br>Five-year period ending 2019 set to be hottest on record<br>'Moment of truth' at key UN climate summit
1654,2019-09,2016,4,"Germany plans to ban single-use plastic shopping bags next year<br>'Climigration': When communities must move because of climate change<br>Researchers advance noise cancelling for quantum computers<br>Either stars are strange, or there are 234 aliens trying to contact us"
1655,2019-09,2017,4,Feds finalize plan to open Alaska's Arctic National Wildlife Refuge to oil drilling<br>Melting snowcaps spell water trouble for world's highest capital<br>'Poor man's qubit' can solve quantum problems without going quantum<br>Five-year period ending 2019 set to be hottest on record
1656,2019-09,2018,8,Extracting clean fuel from sunlight<br>Amazon to phase out single-use plastic in India<br>Germany plans to ban single-use plastic shopping bags next year<br>New structure for human flu virus protein<br>'Climigration': When communities must move because of climate change<br>Melting snowcaps spell water trouble for world's highest capital<br>Indonesia returning hundreds of containers of waste to West<br>Five-year period ending 2019 set to be hottest on record
1657,2019-09,2019,24,Hunger for concrete eats away at mountains<br>Extracting clean fuel from sunlight<br>Amazon to phase out single-use plastic in India<br>Giant mass of warm water off the Pacific Coast could rival 'the blob'<br>New structure for human flu virus protein<br>Feeling blue: Qatar road turned azure to cool city<br>Climate change is bringing a new world of Australian bushfires<br>Researchers pioneer new technique to transform used milk bottles into kayaks and storage tanks<br>Feds finalize plan to open Alaska's Arctic National Wildlife Refuge to oil drilling<br>'Climigration': When communities must move because of climate change<br>New route to carbon-neutral fuels from carbon dioxide discovered<br>Greenland's growing 'ice slabs' intensify meltwater runoff into ocean<br>Actions to save coral reefs could benefit all ecosystems<br>Shifting the focus of climate-change strategies may benefit younger generations<br>Indonesia returning hundreds of containers of waste to West<br>Study of ancient climate suggests future warming could accelerate<br>Team closes in on 'holy grail' of room temperature quantum computing chips<br>'Poor man's qubit' can solve quantum problems without going quantum<br>Refugees from rising seas: no place to call home<br>Five-year period ending 2019 set to be hottest on record<br>'Moment of truth' at key UN climate summit<br>Machine learning finds new metamaterial designs for energy harvesting<br>Scientists come up with faster way to discover antibiotics<br>Electrolysis breakthrough could solve the hydrogen conundrum
